latitude,longitude,idp_population
12.76931,11.51027,118
12.76758,11.50887,326
12.49626,11.49746,242
12.49782,11.50642,465
12.49632,11.49743,436
12.49921,11.50512,368
12.49237,11.49531,154
12.81746,11.05487,215
12.79465,11.39431,91
12.79458,11.39343,137
12.79426,11.39318,230
12.81703,11.58552,146
12.84227,11.52314,138
12.84132,11.52357,147
11.74774,11.95832,426
11.74645,11.95528,372
11.75495,11.95778,570
11.79215,12.14163,150
11.72998,11.98092,228
11.70929,11.95248,210
11.70743,11.94323,675
11.69237,11.94461,420
11.68608,12.04774,186
11.73333,12.01289,474
11.63907,12.05818,420
11.66325,11.93567,2232
11.9374,11.85637,408
11.93924,11.75474,612
11.93241,11.85844,726
11.75935,12.23241,510
11.74533,12.18555,7866
11.72166,12.12622,258
11.7387,12.01221,805
11.72412,12.12533,590
11.71751,12.12621,640
11.75865,12.00268,306
11.72656,12.03608,294
11.72652,12.03586,858
11.7298,11.91611,450
11.70308,11.83899,318
11.7273,11.91341,225
11.74153,11.94976,168
11.74516,11.95749,930
11.74715,11.96828,410
11.75271,11.96708,624
11.28103,11.31019,225
11.24487,11.33144,236
11.28176,11.30598,283
11.285,11.3057,306
11.29147,11.3062,200
11.28592,11.22201,248
11.29021,11.23062,190
11.284,11.22215,150
11.28576,11.22026,278
11.31452,11.2303,208
11.29044,11.11658,190
11.10581,11.37048,347
11.10532,11.37922,281
11.10076,11.37584,280
11.6794,11.34025,528
11.67955,11.33309,473
11.675555,11.336746,581
11.67721,11.33644,218
11.683552,11.34067,308
11.67024,11.41683,391
11.67078,11.41412,215
11.6643,11.41826,192
11.66594,11.41976,318
11.688123,11.613321,121
11.67941,11.6213,66
11.694121,11.69829,93
11.68811,11.623318,285
11.68731,11.62007,150
11.66466,11.27036,97
11.66754,11.27217,48
11.98366,11.44391,96
11.97658,11.44113,46
11.98236,11.43681,65
11.9824,11.44085,75
11.52789,11.45689,64
11.88441,11.28305,48
11.88137,11.28553,35
11.88109,11.28563,32
11.82855,11.60856,44
12.900999,11.927242,403
12.901531,11.922925,448
12.900476,11.936283,494
12.83494,11.69123,130
12.82751,11.72023,133
12.83478,11.84489,240
12.83284,11.69083,100
12.836,11.75135,110
12.83713,11.751174,135
12.8935,11.92481,1014
12.896677,11.926898,319
12.89533,11.92624,403
12.76302,11.84669,142
12.76263,11.84766,142
12.76212,11.84747,140
12.76145,11.84668,122
12.86793,11.89856,180
12.86803,11.89971,130
12.86763,11.89749,150
12.86724,11.89987,120
12.86009,11.90056,500
11.208139,12.029898,1715
11.20437,12.02839,1659
11.200563,12.031609,1365
11.215857,12.023658,518
11.196059,12.018359,539
11.273613,12.01117,5355
11.2842,12.00308,8057
11.28339,12.013578,7735
11.50081,11.93639,2184
11.49927,11.93159,1456
11.56296,11.91726,3787
11.607968,11.919208,1806
11.500773,11.932308,777
11.503048,11.93347,672
11.566466,11.916946,427
11.51269,12.00225,815
11.519702,11.97476,1715
11.44398,11.953333,590
11.26571,11.72135,1393
11.266315,11.719995,2310
11.353812,11.809535,1232
11.348646,11.806919,2191
10.81015,11.72552,111
10.81232,11.72884,97
10.81219,11.7283,65
10.80776,11.72908,78
10.80964,11.73383,65
11.07248,11.80352,91
11.0719,11.80557,65
11.06694,11.80692,123
11.071443,11.80488,130
11.07255,11.80005,78
11.10358,11.90138,163
11.03814,11.73315,162
11.03507,11.73294,78
11.0385,11.72813,130
11.03117,11.73535,123
11.03581,11.73968,143
10.7249,11.68998,91
10.72434,11.68849,90
10.72757,11.68889,65
10.95646,11.60531,130
10.95639,11.61091,111
10.95694,11.6055,123
12.27028,10.84881,70
12.1997,10.88009,72
12.20239,10.87932,201
12.58605,10.89257,123
12.58481,10.73697,163
12.58626,10.78352,90
12.4288,10.84266,71
12.46938,10.87422,73
12.56284,10.92704,252
12.37277,10.77633,379
12.36658,10.77161,199
12.36951,10.77384,139
12.74028,10.92239,81
12.73192,10.91669,70
12.72748,10.90869,86
12.72388,10.85105,164
12.74893,10.78257,299
12.69617,10.83343,377
12.894638,10.90948,35
12.8942,10.90901,98
12.89393,10.90833,182
12.8849,10.69912,20
12.88888,10.70076,25
12.91757,9.90204,90
12.91715,9.90284,63
12.89949,9.76514,103
12.89927,9.76328,133
12.89872,9.76763,97
13.06575,9.93258,144
13.06721,9.93241,185
13.0496,10.16309,94
13.04856,10.1641,144
13.04805,10.16592,175
13.13623,10.04696,148
13.14033,10.04969,108
13.13451,10.04786,142
13.13844,10.04749,55
13.00766,9.99795,69
13.00738,9.99616,62
12.84255,9.81835,72
12.84356,9.81935,88
11.97617,10.95227,273
11.643557,10.98872,149
11.643747,10.987022,148
11.59889,11.01931,136
11.80429,11.0759,127
12.89642,10.45563,218
12.87178,10.46401,401
12.87093,10.45711,23
12.87196,10.45841,189
13.02957,10.41974,57
13.03007,10.41719,33
12.86124,10.5559,24
12.87986,10.43359,385
12.88442,10.43202,504
12.88866,10.43245,388
12.87347,10.41962,252
12.87312,10.42222,122
12.86043,10.4328,145
12.85773,10.42555,50
12.85927,10.43138,110
12.88551,10.44024,555
12.86617,10.42319,284
12.87932,10.44277,193
12.87847,10.44826,199
12.87509,10.45394,101
12.87709,10.45132,195
12.8789,10.45839,143
12.87896,10.46062,155
12.87741,10.45749,158
12.87898,10.45977,141
12.8795,10.45664,144
12.88387,10.34446,44
12.88724,10.45319,212
12.88561,10.4631,165
12.88243,10.45424,343
12.8861,10.4617,485
11.72211,11.04815,148
11.69655,11.05216,253
11.69408,11.05067,283
11.71914,11.04985,155
11.70952,11.06529,120
11.70945,11.07231,196
11.70932,11.06073,249
11.70542,11.07043,74
11.71401,11.07347,35
11.72362,11.06308,207
11.69896,11.10361,171
11.69342,11.07683,492
11.72578,11.10348,213
11.69513,11.11285,491
11.71661,11.10549,127
11.73154,11.09891,126
11.7272,11.10464,218
11.69886,11.09679,564
11.73299,11.08055,246
12.15821,11.77445,489
12.14857,11.77027,509
12.1561,11.76954,329
12.15042,11.77391,256
12.285778,11.89041,16
12.47343,11.54487,129
12.16275,11.47164,46
12.14734,11.68493,68
12.98768,11.96872,188
12.98704,11.96704,93
13.11474,11.60118,94
13.06382,11.46503,78
13.06602,11.46558,105
13.0995,12.11005,105
13.09833,12.1073,187
12.91826,11.88562,75
12.91626,11.88532,112
13.15124,11.53956,188
13.15286,11.53765,103
13.14875,11.53886,150
13.0919,11.77718,227
13.06801,11.17799,152
12.97776,11.11079,153
13.34822,11.23068,134
12.97902,11.35301,194
13.04377,11.31842,99
13.03849,10.94377,132
13.15349,10.63332,50
13.15521,10.63688,57
13.06869,11.05774,54
13.06482,11.17589,166
13.06267,11.17547,148
13.06557,11.17734,103
13.07251,11.17168,171
